competitor,route_start,route_dest,from_alternateId,to_alternateId,CODE,pax_1,pax_2,pax_3,pax_4,pax_5,pax_6,pax_7,pax_8,pax_9,pax_10,pax_11,pax_12,pax_13,pax_14,pax_15,pax_16
Sun,Dubrovnik Airport,"Dubrovnik, Ferry Port",23901,25213,DBV,,,,,,,,,,,,,,,,
Sun,Nice Airport,Nice,10811,10852,NCE,,,,,,,,,,,,,,,,
Sun,Lyon Airport,Lyon,10669,10736,LYS,,,,,,,,,,,,,,,,
Sun,Amsterdam Schiphol Airport,Amsterdam,22410,41220,AMS,,,,,,,,,,,,,,,,
Sun,Dortmund Airport,Dortmund,22835,22843,DTM,,,,,,,,,,,,,,,,
Sun,Nantes Airport,Nantes,23898,24194,NTE,,,,,,,,,,,,,,,,
Sun,Faro Airport,Algarve,10809,36386,FAO,,,,,,,,,,,,,,,,
Sun,Athens Airport,Athens,21532,21535,ATH,,,,,,,,,,,,,,,,
Sun,Bucharest Otopeni Airport (OTP),Bucharest,26152,26236,OTP,,,,,,,,,,,,,,,,
Sun,La Coruña Airport,A Coruña,24502,21082,LCG,,,,,,,,,,,,,,,,
Sun,Alghero Airport,Alghero,26370,26364,AHO,,,,,,,,,,,,,,,,
Sun,Larnaca Airport,Larnaca City Centre,21518,21517,LCA,,,,,,,,,,,,,,,,
Sun,Dresden Airport,Dresden,23478,23479,DRS,,,,,,,,,,,,,,,,
Sun,San Sebastian Airport,San Sebastian,20719,20721,EAS,,,,,,,,,,,,,,,,
Sun,Abu Dhabi Airport,"Yas Island, Abu Dhabi",24989,27115,AUH,,,,,,,,,,,,,,,,
Sun,Abu Dhabi Airport,Abu Dhabi,24989,25114,AUH,,,,,,,,,,,,,,,,
Sun,Basel Airport,Basel,22446,22445,BSL,,,,,,,,,,,,,,,,
Sun,Paris Beauvais Airport,Opera (Paris),10625,40182,BVA,,,,,,,,,,,,,,,,
Sun,Paris Beauvais Airport,MontparnasseTrain Station Paris,10625,40180,BVA,,,,,,,,,,,,,,,,
Sun,Venice Treviso Airport (TSF),Venice,21565,21642,TSF,,,,,,,,,,,,,,,,
Sun,Brussels Zaventem Airport,Brussels,22415,22426,BRU,,,,,,,,,,,,,,,,
Sun,Pula Airport,Lovran,26134,25077,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,Rijeka,26134,25053,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,Savudrija,26134,28083,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,Brestova,26134,34916,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,Suha Punta,26134,24087,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,Lanterna,26134,28705,PUY,,,,,,,,,,,,,,,,
Sun,Pula Airport,"Marina Laguna, Novigrad-Istra",26134,25246,PUY,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Pula Airport,21637,24087,TRS,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Betina,25240,28953,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Makarska,25240,25042,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Marina Kremik, Primošten",25240,25051,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Pakoštane,25240,25063,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Šibenik,25240,25046,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Tribunj,25240,27610,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Jezera, Tisno",25240,28949,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Seget Donji,25240,25244,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Marina Sangulin, Biograd",25240,24081,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Tu?epi,25240,25043,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Seline, Starigrad",25240,25069,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Suha Punta,25240,24087,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Split Airport,25240,23900,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Brela,25240,25045,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Stara Novalja,25240,45143,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Vidali?i,25240,30538,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Vinjerac, Near Zadar",25240,25041,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,Zagreb,25240,24093,ZAD,,,,,,,,,,,,,,,,
Sun,Zadar Airport,"Povljana, Island Of Pag",25240,25245,ZAD,,,,,,,,,,,,,,,,
Sun,Split Airport,"Jelsa, Hvar",23900,35208,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Lokva Rogoznica,23900,34367,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Marina Kremik, Primošten",23900,25051,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Seget Vranjica,23900,34940,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Solaris Resort,šibenik",23900,25068,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Stani?i, Omiš",23900,25057,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Pirovac,23900,25247,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Marina Dalmacija Sukosan,23900,25055,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Tribunj,23900,27610,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Orebi?,23900,25209,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Bra? Airport,23900,25240,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Donji Humac,23900,40581,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Su?uraj, Hvar",23900,25094,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Brna,23900,25045,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Medjugorje (Bosnia And Herzegovina),23900,25070,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,Klis,23900,38637,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Marina Betina, Betina",23900,28953,SPU,,,,,,,,,,,,,,,,
Sun,Split Airport,"Zadar, Ferry Port (Old Town)",23900,25041,SPU,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Dubrovnik,23901,24083,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Mostar,23901,27922,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Split,23901,24089,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Herceg Novi,23901,25216,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Slano,23901,25210,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,Tivat,23901,25223,DBV,,,,,,,,,,,,,,,,
Sun,Dubrovnik Airport,"Marina Orebi?, Orebi?",23901,25209,DBV,,,,,,,,,,,,,,,,
Sun,Tivat Airport,Dubrovnik Airport,30434,25060,TIV,,,,,,,,,,,,,,,,
Sun,Prague Airport,Vienna Airport,21849,23411,PRG,,,,,,,,,,,,,,,,
Sun,Salzburg Airport,Ramsau Am Dachstein,22522,22532,SZG,,,,,,,,,,,,,,,,
Sun,Salzburg Airport,Leogang,22522,24078,SZG,,,,,,,,,,,,,,,,
Sun,Salzburg Airport,Wald Im Pinzgau,22522,22968,SZG,,,,,,,,,,,,,,,,
Sun,Salzburg Airport,Kirchberg Ski Resort,22522,22269,SZG,,,,,,,,,,,,,,,,
Sun,Salzburg Airport,Obergurgl,22522,22283,SZG,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Annemasse,10668,24960,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Chamonix,10668,10637,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Manigod,10668,22666,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Les Coches,10668,10739,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Gaillard,10668,26980,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Vernier,10668,20693,GVA,,,,,,,,,,,,,,,,
Sun,Geneva Airport,Argentiere,10668,43440,GVA,,,,,,,,,,,,,,,,
Sun,Munich Airport,Nuremberg,21801,22661,MUC,,,,,,,,,,,,,,,,
Sun,Munich Airport,Selva Di Val Gardena,21801,21765,MUC,,,,,,,,,,,,,,,,
Sun,Munich Airport,Söll,21801,22293,MUC,,,,,,,,,,,,,,,,
Sun,Munich Airport,Lienz,21801,24002,MUC,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Milan Malpensa Airport,25805,21752,GOA,,,,,,,,,,,,,,,,
Sun,Bratislava Airport,Hlohovec,25324,25424,BTS,,,,,,,,,,,,,,,,
Sun,Bratislava Airport,"Jasná, Demänovská Dolina",25324,25420,BTS,,,,,,,,,,,,,,,,
Sun,Bratislava Airport,Trnava,25324,24074,BTS,,,,,,,,,,,,,,,,
Sun,Bratislava Airport,Sankt Pölten,25324,23994,BTS,,,,,,,,,,,,,,,,
Sun,Bratislava Airport,Vienna Meidling Train Station,25324,40509,BTS,,,,,,,,,,,,,,,,
Sun,Grenoble Airport,Lyon Airport,10670,10669,GNB,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Menuires,10667,10654,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Meribel,10667,10657,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Tignes,10667,10661,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Val Thorens,10667,10664,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),La Rosiere (Montvalezan),10667,10746,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),La Tania,10667,10648,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Allues,10667,23787,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs (1600 / 1800),10667,23789,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Sainte Foy Tarentaise,10667,21788,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Coches,10667,10739,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Avoriaz,10667,21786,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Deux Alpes,10667,10653,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Morzine,10667,10749,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Saint Martin De Belleville,10667,21802,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valloire,10667,10702,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valmeinier,10667,10703,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Chambery Town Center,10667,10689,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Saint-François-Longchamp,10667,10704,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs (1950 / 2000),10667,10652,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Alpe D'huez,10667,10630,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Peisey-Vallandry,10667,10744,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs,10667,25234,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Megeve,10667,10767,CMF,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Samoens,10667,10750,CMF,,,,,,,,,,,,,,,,
Sun,Saint-Étienne Airport (EBU),Chambery Airport (CMF),26933,10669,EBU,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Mörfelden-Walldorf,23418,23458,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Mannheim,23418,23954,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Mainz,23418,23421,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Koblenz,23418,23634,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Kaiserslautern,23418,23955,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Heidelberg,23418,23441,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Eschborn,23418,23462,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Bad Kreuznach,23418,32304,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Jena,23418,24116,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Freiburg Im Breisgau,23418,22449,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Bensheim,23418,27519,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Bonn,23418,22841,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Tübingen,23418,23468,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Limburgerhof,23418,27122,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Dortmund,23418,22835,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Rothenburg Ob Der Tauber,23418,27537,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Brussels Zaventem Airport,23418,22415,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Hannover,23418,45563,FRA,,,,,,,,,,,,,,,,
Sun,Frankfurt Am Main Airport,Sinzig,23418,27604,FRA,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Frankfurt Am Main Airport,23631,23418,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Remscheid,23631,23635,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Frechen,23631,28918,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Phantasialand,23631,27967,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bad Godesberg,23631,29807,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bergisch Gladbach,23631,27696,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Cologne,23631,23439,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Düsseldorf,23631,23632,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Euskirchen,23631,22848,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Nurburgring,23631,23636,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Siegburg,23631,26145,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Troisdorf,23631,26249,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Wuppertal,23631,22879,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Brühl,23631,22842,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Leverkusen,23631,22863,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Düsseldorf Int. Airport,23631,23632,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Aachen Hauptbahnhof,23631,22836,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Dormagen,23631,42525,CGN,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Sankt Augustin,23631,34435,CGN,,,,,,,,,,,,,,,,
Sun,Dortmund Airport,Cologne Bonn Airport,22835,23631,DTM,,,,,,,,,,,,,,,,
Sun,Florence Airport,Rome Fiumicino Airport,25191,31385,FLR,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Bologna,25189,25518,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Casalecchio Di Reno,25189,25728,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Cesena,25189,25751,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Ferrara,25189,25733,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Florence,25189,25192,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Imola,25189,25736,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Maranello,25189,25739,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Modena,25189,25598,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Padova,25189,21611,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Parma,25189,25740,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Ravenna,25189,25745,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Reggio Emilia,25189,25746,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Rimini,25189,25628,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,San Lazzaro Di Savena,25189,34707,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Cattolica,25189,27096,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Prato,25189,23941,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Bellaria,25189,27349,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Camping Spiaggia E Mare,25189,28684,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Cesenatico,25189,27168,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Lido Delle Nazioni,25189,27350,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Milano Marittima,25189,27347,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Rimini Airport,25189,25757,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Misano Adriatico,25189,35353,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Montecatini Terme,25189,25603,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Punta Marina,25189,38642,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Porto Corsini,25189,45062,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Lido Di Pomposa,25189,31226,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Parma Train Station,25189,21994,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Parma Airport (PMF),25189,25740,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Florence Train Station,25189,26669,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Urbino,25189,27211,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Gabicce Mare,25189,27359,BLQ,,,,,,,,,,,,,,,,
Sun,Bologna Airport,Milano,25189,21750,BLQ,,,,,,,,,,,,,,,,
Sun,Florence Airport,Sansepolcro,25191,32619,FLR,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Portorož,21637,25347,TRS,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Rabac,21637,26135,TRS,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Vrsar,21637,26136,TRS,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Buje,21637,30396,TRS,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Trieste Train Station,21637,21636,TRS,,,,,,,,,,,,,,,,
Sun,Trieste Airport,Ljubljana Train Station,21637,25337,TRS,,,,,,,,,,,,,,,,
Sun,Verona Villafranca Airport,Bardolino,21727,21571,VRN,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Celje,25323,25350,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Koper,25323,25356,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Opatija,25323,25344,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Piran,25323,25345,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Rijeka,25323,25053,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Tarvisio,25323,34238,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Maribor Airport,25323,25339,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Tabor,25323,21881,LJU,,,,,,,,,,,,,,,,
Sun,Ljubljana Airport,Trieste Train Station,25323,21636,LJU,,,,,,,,,,,,,,,,
Sun,Girona Airport,Barcelona Airport,10100,10571,GRO,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Camogli,25805,25816,GOA,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Cannes,25805,10821,GOA,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Chiavari,25805,29627,GOA,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Pietra Ligure,25805,27575,GOA,,,,,,,,,,,,,,,,
Sun,Genoa Airport,Cinque Terre,25805,25570,GOA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Catania,22315,21666,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Fontane Bianche,22315,25766,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Letojanni,22315,22218,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Marina Di Ragusa,22315,25000,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Messina,22315,21667,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Noto,22315,22219,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Palermo,22315,21660,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Ragusa,22315,24999,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Siracusa,22315,21665,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Avola,22315,24478,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Aci Castello,22315,27468,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Riposto,22315,29890,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Agrigento,22315,21663,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,"Giardini Naxos, Sicily Island",22315,22217,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Santa Teresa Di Riva,22315,22677,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Capo D'orlando,22315,27450,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Mascali,22315,27460,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Pozzallo,22315,35179,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Catania Train Station,22315,39942,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Marina Di Modica,22315,28535,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Santa Croce Camerina,22315,31286,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Augusta,22315,24477,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Misterbianco,22315,41536,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Forza D'agro,22315,41377,CTA,,,,,,,,,,,,,,,,
Sun,Catania Airport,Porto di Pozzallo (Pozzalo),22315,35179,CTA,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Catanzaro,27375,27378,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Corigliano Calabro,27375,27391,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Cosenza,27375,27397,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Tropea,27375,26798,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Roccella Ionica,27375,30834,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Siderno,27375,34633,SUF,,,,,,,,,,,,,,,,
Sun,Lamezia Terme Airport,Squillace,27375,40708,SUF,,,,,,,,,,,,,,,,
Sun,Alicante Airport,Mazarrón,10569,21125,ALC,,,,,,,,,,,,,,,,
Sun,Alicante Airport,Yecla,10569,21314,ALC,,,,,,,,,,,,,,,,
Sun,Alicante Airport,Hacienda Del Alamo,10569,22112,ALC,,,,,,,,,,,,,,,,
Sun,Girona Airport,Malgrat De Mar,10100,10110,GRO,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Angouleme,23106,23110,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Arcachon,23106,23111,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Bergerac,23106,23113,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Biscarrosse,23106,23114,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Biscarrosse Plage,23106,26652,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Camping Domaine De La Rive,23106,28754,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Château Lagorce (Haux),23106,27556,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Cognac,23106,23119,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Duras,23106,25335,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Floirac,23106,27559,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Hourtin Plage,23106,25454,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Jarnac,23106,27432,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,La Rochelle,23106,25779,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Libourne,23106,23125,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Mimizan,23106,23131,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Moliets Plage,23106,23133,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Andernos Les Bains,23106,23108,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Bordeaux,23106,32508,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Camping Les Grands Pins,23106,30845,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Grayan-Et-L'hôpital,23106,25456,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Gujan-Mestras,23106,32656,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,La Palmyre,23106,31586,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Lacanau Océan,23106,35605,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Mérignac,23106,36082,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Pessac,23106,36057,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Royan,23106,30659,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Sarlat La Caneda,23106,23141,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Eymet,23106,35251,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,St Emilion,23106,23144,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Montignac,23106,30724,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Vielle-Saint-Girons,23106,35012,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,La Roche-Chalais,23106,42005,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Saint-Jean-D'angély,23106,35320,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Beauziac,23106,45271,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Messanges Plage,23106,23130,BOD,,,,,,,,,,,,,,,,
Sun,Bordeaux Airport,Brugge,23106,22427,BOD,,,,,,,,,,,,,,,,
