Route_start,Matched,ID,Route_start_country,Route_dest,Matched _dest,ALTERNATE_ID,Valid,CODE
Pula Airport,Pula Airport,26134,HR,Lovran,Lovran,25077,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Medulin,Medulin,26137,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Opatija,Opatija,25344,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Premantura,Premantura,26138,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Rabac,Rabac,26135,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Rijeka,Rijeka,25053,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Rovinj,Rovinj,25348,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Umag,Umag,25357,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Vrsar,Vrsar,26136,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Bale,Bale,30051,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Labin,Labin,30828,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Motovun,Motovun,42403,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Savudrija,Savudrija,28083,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Tar,Tar,34751,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Trieste,Trieste,21636,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Brestova,Brestova,34916,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Camping Valalta,Camping Valalta,30095,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Pomer,Pomer,34804,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Peroj,Peroj,32460,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Verudela,Verudela,28087,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Camping Lanterna,Camping Lanterna,28705,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Valbandon,Valbandon,34807,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Rovinjsko Selo,Rovinjsko Selo,35847,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Zagreb Airport,Zagreb airport,25464,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Vabriga,Vabriga,30282,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Buje,Buje,40586,TRUE,PUY
Pula Airport,Pula Airport,26134,HR,Piran,Piran,25345,TRUE,PUY
Trieste Airport,Trieste Airport,21637,IT,Pula Airport,Pula airport,26134,TRUE,TRS
Rijeka Airport,Rijeka Airport,28073,HR,Crikvenica,Crikvenica,25079,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Dramalj,Dramalj,45034,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Klenovica,Klenovica,45030,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Lopar,Lopar,42667,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Lovran,Lovran,25077,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Malinska,Malinska,28079,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Njivice,Njivice,28081,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Novi Vinodolski,Novi Vinodolski,28082,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Opatija,Opatija,25344,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Punat,Punat,24088,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Rabac,Rabac,26135,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Rijeka,Rijeka,25053,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Rovinj,Rovinj,25348,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Senj,Senj,25477,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Trieste,Trieste,21636,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Umag,Umag,25357,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Vrsar,Vrsar,26136,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Selce,Selce,28084,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Jadranovo,Jadranovo,42718,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Kraljevica,Kraljevica,45032,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Matulji,Matulji,45041,TRUE,RJK
Rijeka Airport,Rijeka Airport,28073,HR,Labin,Labin,30828,TRUE,RJK
Trieste Airport,Trieste Airport,21637,IT,Rijeka Airport,Rijeka airport,28073,TRUE,TRS
Zagreb Airport,Zagreb Airport,25464,HR,Crikvenica,Crikvenica,25079,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Lovran,Lovran,25077,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Maribor,Maribor,25339,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Opatija,Opatija,25344,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Osijek,Osijek,25471,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Plitvice Lakes,Plitvice Lakes,25061,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Rijeka,Rijeka,25053,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Rovinj,Rovinj,25348,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Senj,Senj,25477,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Split,Split,24089,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Umag,Umag,25357,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Banja Luka,Banja Luka,27914,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Tisno,Tisno,27157,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Novi Vinodolski,Novi Vinodolski,28082,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Slavonski Brod,Slavonski Brod,25480,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Ljubljana,Ljubljana,25337,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Bled,Bled,25340,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Samobor,Samobor,25476,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Tuheljske Toplice,Tuheljske Toplice,25484,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Sveti Martin Na Muri,Sveti Martin na Muri,38000,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Petrinja,Petrinja,29167,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Ljubljana Airport,Ljubljana airport,25323,TRUE,ZAG
Zagreb Airport,Zagreb Airport,25464,HR,Cazin,Cazin,33452,TRUE,ZAG
Budapest Airport,Budapest Airport,26006,HU,Zagreb Airport,Zagreb airport,25464,TRUE,BUD
Pula Airport,Pula Airport,26134,HR,Zagreb Airport,Zagreb airport,25464,TRUE,PUY
Zadar Airport,Zadar Airport,25240,HR,Makarska,Makarska,25042,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Mandre,Mandre,27609,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Pirovac,Pirovac,25247,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Plitvice Lakes,Plitvice Lakes,25061,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Rogoznica,Rogoznica,25058,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Skradin,Skradin,25249,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Split,Split,24089,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Tisno,Tisno,27157,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Trogir,Trogir,25047,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Vodice,Vodice,25050,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Bibinje,Bibinje,25084,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Nin,Nin,25083,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Tribunj,Tribunj,27610,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Vir,Vir,36841,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Lun,Lun,39064,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Solin,Solin,25095,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Maslenica,Maslenica,37506,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Vrsi,Vrsi,39486,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Split Airport,Split airport,23900,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Brela,Brela,25045,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Sveti Petar Na Moru,Sveti Petar Na Moru,29766,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Podstrana,Podstrana,25052,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Posedarje,Posedarje,25248,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Brodarica,Brodarica,25088,TRUE,ZAD
Zadar Airport,Zadar Airport,25240,HR,Karlobag,Karlobag,25470,TRUE,ZAD
Split Airport,Split Airport,23900,HR,Brela,Brela,25045,TRUE,SPU
Split Airport,Split Airport,23900,HR,Brodarica,Brodarica,25088,TRUE,SPU
Split Airport,Split Airport,23900,HR,Dugi Rat,Dugi Rat,25091,TRUE,SPU
Split Airport,Split Airport,23900,HR,Gradac,Gradac,27504,TRUE,SPU
Split Airport,Split Airport,23900,HR,Igrane,Igrane,25067,TRUE,SPU
Split Airport,Split Airport,23900,HR,Lokva Rogoznica,Lokva Rogoznica,34367,TRUE,SPU
Split Airport,Split Airport,23900,HR,Makarska,Makarska,25042,TRUE,SPU
Split Airport,Split Airport,23900,HR,Rogoznica,Rogoznica,25058,TRUE,SPU
Split Airport,Split Airport,23900,HR,Plitvice Lakes,Plitvice Lakes,25061,TRUE,SPU
Split Airport,Split Airport,23900,HR,Podstrana,Podstrana,25052,TRUE,SPU
Split Airport,Split Airport,23900,HR,Seget Donji,Seget Donji,30244,TRUE,SPU
Split Airport,Split Airport,23900,HR,Seget Vranjica,Seget Vranjica,34940,TRUE,SPU
Split Airport,Split Airport,23900,HR,Sevid,Sevid,30700,TRUE,SPU
Split Airport,Split Airport,23900,HR,Skradin,Skradin,25249,TRUE,SPU
Split Airport,Split Airport,23900,HR,Solin,Solin,25095,TRUE,SPU
Split Airport,Split Airport,23900,HR,Split,Split,24089,TRUE,SPU
Split Airport,Split Airport,23900,HR,Tisno,Tisno,27157,TRUE,SPU
Split Airport,Split Airport,23900,HR,Trogir,Trogir,25047,TRUE,SPU
Split Airport,Split Airport,23900,HR,Vodice,Vodice,25050,TRUE,SPU
Split Airport,Split Airport,23900,HR,Pirovac,Pirovac,25247,TRUE,SPU
Split Airport,Split Airport,23900,HR,Slatine,Slatine,25075,TRUE,SPU
Split Airport,Split Airport,23900,HR,Mimice,Mimice,34585,TRUE,SPU
Split Airport,Split Airport,23900,HR,Mostar,Mostar,27922,TRUE,SPU
Split Airport,Split Airport,23900,HR,Tribunj,Tribunj,27610,TRUE,SPU
Split Airport,Split Airport,23900,HR,Podgora,Podgora,25049,TRUE,SPU
Split Airport,Split Airport,23900,HR,Gajac,Gajac,30541,TRUE,SPU
Split Airport,Split Airport,23900,HR,Medjugorje (Bosnia And Herzegovina),Medjugorje (Bosnia and Herzegovina),25070,TRUE,SPU
Split Airport,Split Airport,23900,HR,Imotski,Imotski,43212,TRUE,SPU
Split Airport,Split Airport,23900,HR,Klis,Klis,38637,TRUE,SPU
Split Airport,Split Airport,23900,HR,Podaca,Podaca,44432,TRUE,SPU
Split Airport,Split Airport,23900,HR,Mandre,Mandre,27609,TRUE,SPU
Split Airport,Split Airport,23900,HR,Dugopolje,Dugopolje,41066,TRUE,SPU
Split Airport,Split Airport,23900,HR,Bibinje,Bibinje,25084,TRUE,SPU
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Split Airport,Split airport,23900,TRUE,DBV
Zadar Airport,Zadar Airport,25240,HR,Split Airport,Split airport,23900,TRUE,ZAD
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Makarska,Makarska,25042,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Mostar,Mostar,27922,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Trpanj,Trpanj,29709,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Split,Split,24089,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Podgorica,Podgorica,25220,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Neum,Neum,31680,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Cavtat,Cavtat,25080,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Herceg Novi,Herceg Novi,25216,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Kotor,Kotor,26322,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Mlini,Mlini,25207,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Plat,Plat,25211,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Slano,Slano,25210,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Tivat,Tivat,25223,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Igalo,Igalo,25217,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Sveti Stefan,Sveti Stefan,25222,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Perast,Perast,25218,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Trebinje,Trebinje,27924,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Dobrota,Dobrota,35448,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Babin Kuk,Babin Kuk,40875,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Bijela,Bijela,40173,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Sutomore,Sutomore,35849,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Bar,Bar,30436,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Tivat Airport,Tivat airport,30434,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Podgorica Airport,Podgorica airport,30435,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Bigova,Bigova,33856,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Viganj,Viganj,26132,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Split Airport,Split airport,23900,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Medjugorje (Bosnia And Herzegovina),Medjugorje (Bosnia and Herzegovina),25070,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Sarajevo Airport,Sarajevo airport,27913,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Meljine,Meljine,41313,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Trogir,Trogir,25047,TRUE,DBV
Dubrovnik Airport,Dubrovnik Airport,23901,HR,Tirana Airport,Tirana airport,31476,TRUE,DBV
Tivat Airport,Tivat Airport,30434,ME,Dubrovnik Airport,Dubrovnik airport,23901,TRUE,TIV
Vienna Airport,Vienna Airport,23411,AT,Graz,Graz,23986,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Klosterneuburg,Klosterneuburg,24058,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Krems An Der Donau,Krems an der Donau,23992,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Linz,Linz,23988,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Neusiedl Am See,Neusiedl am See,24004,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Nitra,Nitra,24070,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Piestany,Piestany,24045,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Salzburg,Salzburg,22287,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Sopron,Sopron,24051,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Trnava,Trnava,24074,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Wiener Neudorf,Wiener Neudorf,24055,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Wiener Neustadt,Wiener Neustadt,23996,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Parndorf,Parndorf,33868,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Gyor,Gyor,24001,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Leoben,Leoben,45481,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Spielberg,Spielberg,34578,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Fischamend,Fischamend,24508,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Reichenau An Der Rax,Reichenau an der Rax,34089,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Neuhofen An Der Ybbs,Neuhofen an der Ybbs,39767,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Blansko,Blansko,43330,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Zell Am See,Zell am See,22298,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Martin,Martin,24069,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Vienna Meidling Train Station,Vienna Meidling train station,40509,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Zwettl,Zwettl,24057,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Schladming,Schladming,22534,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Bad Waltersdorf,Bad Waltersdorf,34792,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Obertauern,Obertauern,22284,TRUE,VIE
Vienna Airport,Vienna Airport,23411,AT,Ljubljana,Ljubljana,25337,TRUE,VIE
Prague Airport,Prague Airport,21849,CZ,Vienna Airport,Vienna airport,23411,TRUE,PRG
Bratislava Airport,Bratislava Airport,25324,SK,Vienna Airport,Vienna airport,23411,TRUE,BTS
Budapest Airport,Budapest Airport,26006,HU,Vienna Airport,Vienna airport,23411,TRUE,BUD
Salzburg Airport,Salzburg Airport,22522,AT,Bad Gastein,Bad Gastein,22228,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Bad Hofgastein,Bad Hofgastein,22524,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Brixen Im Thale,Brixen im Thale,22232,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Ellmau,Ellmau,22235,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Gerlos,Gerlos,22247,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Hinterglemm,Hinterglemm,22526,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Kaprun,Kaprun,22266,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Kirchberg In Tirol,Kirchberg in Tirol,22269,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Maria Alm,Maria Alm,22528,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Radstadt,Radstadt,22531,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Ramsau Am Dachstein,Ramsau am Dachstein,22532,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Rauris,Rauris,22966,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Salzburg,Salzburg,22287,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Scheffau Am Wilden Kaiser,Scheffau am Wilden Kaiser,22533,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Schladming,Schladming,22534,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Westendorf,Westendorf,22658,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Zell Am See,Zell am See,22298,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Filzmoos,Filzmoos,27725,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Flachau,Flachau,22242,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Leogang,Leogang,24078,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Obertauern,Obertauern,22284,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Abtenau,Abtenau,32461,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Alpendorf,Alpendorf,36980,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Altenmarkt Im Pongau,Altenmarkt im Pongau,30929,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Bad Ischl,Bad Ischl,23999,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Dorfgastein,Dorfgastein,33429,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Fuschl Am See,Fuschl am See,32914,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Fieberbrunn,Fieberbrunn,22239,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Gosau,Gosau,26774,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Hallstatt,Hallstatt,34390,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Lofer,Lofer,30839,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Obertraun,Obertraun,34764,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Ruhpolding,Ruhpolding,27105,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Viehhofen,Viehhofen,37354,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Wagrain,Wagrain,26472,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,St Gilgen (Austria),St Gilgen (Austria),24863,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Saalbach,Saalbach,22286,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Werfenweng,Werfenweng,33060,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Hinterthal,Hinterthal,32463,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Zauchensee,Zauchensee,33316,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Inzell,Inzell,43919,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Berchtesgaden,Berchtesgaden,27588,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Mitterkleinarl,Mitterkleinarl,42512,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,St. Wolfgang im Salzkammergut,St. Wolfgang im Salzkammergut,29115,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Haus,Haus,31873,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Ischgl,Ischgl,22260,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Bad Reichenhall,Bad Reichenhall,31958,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Bramberg Am Wildkogel,Bramberg am Wildkogel,33185,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Techendorf,Techendorf,27615,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Matrei In Osttirol,Matrei in Osttirol,39865,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Alpbach,Alpbach,22225,TRUE,SZG
Salzburg Airport,Salzburg Airport,22522,AT,Obergurgl,Obergurgl,22283,TRUE,SZG
Innsbruck Airport,Innsbruck Airport,21800,AT,Brixen Im Thale,Brixen im Thale,22232,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ellmau,Ellmau,22235,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ehrwald,Ehrwald,22234,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Berwang,Berwang,22229,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Axamer Lizum,Axamer Lizum,43568,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Alpbach,Alpbach,22225,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Achenkirch,Achenkirch,22224,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Fieberbrunn,Fieberbrunn,22239,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Fulpmes,Fulpmes,22245,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Garmisch-Partenkirchen,Garmisch-Partenkirchen,22660,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Gerlos,Gerlos,22247,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ischgl,Ischgl,22260,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Kappl,Kappl,22261,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Lech Am Arlberg,Lech am Arlberg,22279,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Lermoos,Lermoos,22646,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Leutasch,Leutasch,26303,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Nauders,Nauders,28264,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Pertisau,Pertisau,22650,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ramsau Im Zillertal,Ramsau im Zillertal,32712,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Serfaus,Serfaus,22291,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Stumm,Stumm,43586,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Westendorf,Westendorf,22658,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Zell Am See,Zell am See,22298,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Zell Am Ziller,Zell am Ziller,22299,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Bolzano,Bolzano,21731,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Niederau,Niederau,22529,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ladis,Ladis,22527,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Obergurgl,Obergurgl,22283,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Tux,Tux,22656,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Fiss,Fiss,22241,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Hochgurgl,Hochgurgl,22254,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Igls,Igls,22257,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Kirchberg In Tirol,Kirchberg in Tirol,22269,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,Ortisei,Ortisei,21610,TRUE,INN
Innsbruck Airport,Innsbruck Airport,21800,AT,San Cassiano,San Cassiano,21621,TRUE,INN
